cluster_id,cluster_size,avg_confidence,min_confidence,max_confidence,confidence_range,user_decision,decision_label,centralizedCompanyId,companyName,city,state,latitude,longitude,company_confidence,clean_name
1323,2,0.5976666666666666,0.5976666666666666,0.5976666666666666,0.0,1,APPROVED,01b77372-8d0b-4956-8874-7583e4e35679,Conma Industries Pty Ltd,Edwardstown,SA,-34.98988,138.57329,0.5976666666666666,conma industries pty ltd
1323,2,0.5976666666666666,0.5976666666666666,0.5976666666666666,0.0,1,APPROVED,c35b59ff-9fb9-4409-98ef-9a2d546db076,Conmar Industries Pty Ltd,Edwardstown,SA,-34.98988,138.57329,0.5976666666666666,conmar industries pty ltd
3810,2,0.5954166666666666,0.5954166666666666,0.5954166666666666,0.0,1,APPROVED,0501a270-bb13-11ee-b7c3-e3fe29dbf4a2,99 Camry-$290 WDSM,West Des Moines,Iowa,41.564226,-93.72950639999999,0.5954166666666666,99 camry 290 wdsm
3810,2,0.5954166666666666,0.5954166666666666,0.5954166666666666,0.0,1,APPROVED,bb20e9e0-c9a4-11ee-8dbe-e9f1a3aad9c2,99 Camry-$290,West Des Moines,Iowa,41.564226,-93.72950639999999,0.5954166666666666,99 camry 290
4766,2,0.5979166666666667,0.5979166666666667,0.5979166666666667,0.0,1,APPROVED,063b3155-f3be-4e5c-b098-713f52b62151,Venture Metals Intl,Houston,TX,29.89127,-95.36836,0.5979166666666667,venture metals intl
4766,2,0.5979166666666667,0.5979166666666667,0.5979166666666667,0.0,1,APPROVED,5b2a9ed1-ee84-4b83-bbc7-c1afb7a12d32,Venture Metals,Houston,TX,29.89127,-95.36836,0.5979166666666667,venture metals
5502,2,0.5979166666666667,0.5979166666666667,0.5979166666666667,0.0,1,APPROVED,07318380-9227-11ef-ac7f-29b3aea1efa7,Age Rigging,Bell,California,33.9887417,-118.1647456,0.5979166666666667,age rigging
5502,2,0.5979166666666667,0.5979166666666667,0.5979166666666667,0.0,1,APPROVED,56e637b0-9621-11ef-8841-9fe6abc137b2,New Age Rigging,Bell,California,33.9887417,-118.1647456,0.5979166666666667,new age rigging
10392,2,0.5991666666666666,0.5991666666666666,0.5991666666666666,0.0,1,APPROVED,0db59290-d875-11ed-bb18-8f86ef0e8269,03 Suburban-$675,Omaha,Nebraska,41.2179444,-95.9856555,0.5991666666666666,03 suburban 675
10392,2,0.5991666666666666,0.5991666666666666,0.5991666666666666,0.0,1,APPROVED,e2b7bd50-cf02-11ed-9ace-e797d67983af,03 Suburban-$675 Gray,Omaha,Nebraska,41.2179444,-95.9856555,0.5991666666666666,03 suburban 675 gray
11445,2,0.5916666666666667,0.5916666666666667,0.5916666666666667,0.0,1,APPROVED,0f0d5391-cf3b-4c12-b8e7-3be38b388987,EMCON SERVICES - BROOKS,Oyen,AB,51.354427,-110.483583,0.5916666666666667,emcon services brooks
11445,2,0.5916666666666667,0.5916666666666667,0.5916666666666667,0.0,1,APPROVED,5c183f8f-bdb9-470b-83cd-f31e97da763d,EMCON SERVICES,OYEN,AB,51.354427,-110.483583,0.5916666666666667,emcon services
18529,2,0.5916666666666667,0.5916666666666667,0.5916666666666667,0.0,1,APPROVED,183e1a1f-4adf-4845-bad2-b65184d0c59b,Kirby Risk,Indianapolis,IN,39.739306,-86.231776,0.5916666666666667,kirby risk
18529,2,0.5916666666666667,0.5916666666666667,0.5916666666666667,0.0,1,APPROVED,f3882d6b-7644-4875-8894-011f26690dde,Kirby Risk -Indy,Indianapolis,IN,39.739306,-86.231776,0.5916666666666667,kirby risk indy
19037,2,0.5934166666666667,0.5934166666666667,0.5934166666666667,0.0,1,APPROVED,18eaaf5f-bec1-4daf-9c47-e27cffbb3c21,Corbin Hufcor Inc,Rockland,MA,42.15721,-70.90697,0.5934166666666667,corbin hufcor inc
19037,2,0.5934166666666667,0.5934166666666667,0.5934166666666667,0.0,1,APPROVED,b4f28bd8-65d5-439e-bac0-cb3f4448c236,Corbin-Hufcor ,Rockland,MA,42.15721,-70.90697,0.5934166666666667,corbin hufcor
22894,2,0.5954166666666666,0.5954166666666666,0.5954166666666666,0.0,1,APPROVED,1e1b77fa-5659-4bc6-a831-05328aeb64db,Burns Ford Inc.,Burns,OR,43.5873,-119.05495,0.5954166666666666,burns ford inc
22894,2,0.5954166666666666,0.5954166666666666,0.5954166666666666,0.0,1,APPROVED,953a912b-94ce-4538-b5d0-c4cd540da359,Burns Ford,Burns,OR,43.5873,-119.05495,0.5954166666666666,burns ford
23329,2,0.5916666666666667,0.5916666666666667,0.5916666666666667,0.0,1,APPROVED,1eb13f80-475c-11ee-bcfe-a1ea10e4cd30,97 Lesabre-$245,Huxley,Iowa,41.8940292,-93.6077322,0.5916666666666667,97 lesabre 245
23329,2,0.5916666666666667,0.5916666666666667,0.5916666666666667,0.0,1,APPROVED,8012db20-428f-11ee-a571-c7ef146c8f76,97 Lesabre-$245 Huxley,Huxley,Iowa,41.8940292,-93.6077322,0.5916666666666667,97 lesabre 245 huxley
24620,2,0.5916666666666667,0.5916666666666667,0.5916666666666667,0.0,1,APPROVED,206d45ec-6041-4778-b3ff-395364ccc7d6,Waste Management,Sanford,NC,35.50431,-79.2042,0.5916666666666667,waste management
24620,2,0.5916666666666667,0.5916666666666667,0.5916666666666667,0.0,1,APPROVED,752fda26-9f99-49d9-b06b-e3fcce911e65,Waste Management Sanford,Sanford,NC,35.50431,-79.204223,0.5916666666666667,waste management sanford
26782,2,0.5941666666666666,0.5941666666666666,0.5941666666666666,0.0,1,APPROVED,236540a4-59bc-4daf-8cf2-34794e374666,California  Auto Parts,Modesto,95351,37.62106,-120.98498,0.5941666666666666,california auto parts
26782,2,0.5941666666666666,0.5941666666666666,0.5941666666666666,0.0,1,APPROVED,8faa5ed6-6429-47a4-99af-e83ad7a3607a,California  Auto Parts & Auto Dismantler,Modesto,CA,37.62106,-120.98498,0.5941666666666666,california auto parts auto dismantler
30344,2,0.5991666666666666,0.5991666666666666,0.5991666666666666,0.0,1,APPROVED,28286ef0-2b96-11ec-9bf3-4be79aed09b8,Metro Direct Ltd,Whangārei,Northland Region,-35.7310531,174.3192449,0.5991666666666666,metro direct ltd
30344,2,0.5991666666666666,0.5991666666666666,0.5991666666666666,0.0,1,APPROVED,b486cbe0-2cad-11ec-99d6-d18a0bf7d926,Metro Direct,Whangārei,Northland,-35.7310721,174.3192434,0.5991666666666666,metro direct
31159,2,0.5916666666666667,0.5916666666666667,0.5916666666666667,0.0,1,APPROVED,29557fe0-8abb-11ed-95e2-53c71f1ae91f,06 Sebring-$425 ,Gretna,Nebraska,41.1333975,-96.2403118,0.5916666666666667,06 sebring 425
31159,2,0.5916666666666667,0.5916666666666667,0.5916666666666667,0.0,1,APPROVED,e683a620-7e34-11ed-bb3d-d16a51d94e86,06 Sebring-$425 Gretna,Gretna,Nebraska,41.1333975,-96.2403118,0.5916666666666667,06 sebring 425 gretna
38284,2,0.5991666666666666,0.5991666666666666,0.5991666666666666,0.0,1,APPROVED,330af610-d0d2-11ee-ac45-5f7b2908f782,Hawks Auto & Truck Recycling ,Trenton,New Jersey,40.2302557,-74.75093249999999,0.5991666666666666,hawks auto truck recycling
38284,2,0.5991666666666666,0.5991666666666666,0.5991666666666666,0.0,1,APPROVED,b8826c10-3cce-11f0-8d40-8d7ef236cad9,Hawks Auto & Truck,Trenton,New Jersey,40.2302562,-74.7509201,0.5991666666666666,hawks auto truck
45895,2,0.5929166666666666,0.5929166666666666,0.5929166666666666,0.0,1,APPROVED,3d4c5f2f-d716-4d2f-84e5-21b5787b8b30,Puebla Tire Shop,Gary,Indiana,41.57381,-87.4127,0.5929166666666666,puebla tire shop
45895,2,0.5929166666666666,0.5929166666666666,0.5929166666666666,0.0,1,APPROVED,a520c4d9-5776-4af8-8221-f8587eae7cb7,Puebla Tire,Gary,Indiana,41.57381,-87.4127,0.5929166666666666,puebla tire
46076,2,0.5954166666666666,0.5954166666666666,0.5954166666666666,0.0,1,APPROVED,3d8beeb6-fa53-4e79-8528-1d40d76401eb,Everson Cordage Works,Everson,Wa,48.909681,-122.360082,0.5954166666666666,everson cordage works
46076,2,0.5954166666666666,0.5954166666666666,0.5954166666666666,0.0,1,APPROVED,e5774932-c756-4f95-ba99-3e7a48750b51,Everson Cordage,Everson,WA,48.909681,-122.360082,0.5954166666666666,everson cordage
49830,2,0.5966666666666666,0.5966666666666666,0.5966666666666666,0.0,1,APPROVED,429c82a0-c193-11ed-9c1e-8fcd91e80a8c,Midwest Industrial Metals,Northlake,Illinois,41.9273435,-87.9180049,0.5966666666666666,midwest industrial metals
49830,2,0.5966666666666666,0.5966666666666666,0.5966666666666666,0.0,1,APPROVED,7bd9d650-952f-11ef-9cb4-071ef3d414d1,Midwest Industrial,Northlake,Illinois,41.9273435,-87.9180049,0.5966666666666666,midwest industrial
52413,2,0.5929166666666666,0.5929166666666666,0.5929166666666666,0.0,1,APPROVED,463668f0-472f-11ee-9be5-4bf3c49a6300,02 Trailblazer-$450 L,Lincoln,Nebraska,40.78714790000001,-96.7476367,0.5929166666666666,02 trailblazer 450 l
52413,2,0.5929166666666666,0.5929166666666666,0.5929166666666666,0.0,1,APPROVED,d17463d0-476c-11ee-921a-b3180a7dddcb,02 Trailblazer $450 L Friday,Lincoln,Nebraska,40.78714790000001,-96.7476367,0.5929166666666666,02 trailblazer 450 l friday
53624,2,0.5986666666666666,0.5986666666666666,0.5986666666666666,0.0,1,APPROVED,47e91518-0b05-47a2-b250-5a46711d5eb7,Jeffrey'S Jewelry Design Studio,Federal Way,WA,47.31205,-122.31753,0.5986666666666666,jeffrey s jewelry design studio
53624,2,0.5986666666666666,0.5986666666666666,0.5986666666666666,0.0,1,APPROVED,ffd3e8c9-746b-40e5-909c-7302b8c8fb2e,Jefrey'S Jewelry Design Studio,Federal Way,WA,47.31205,-122.31753,0.5986666666666666,jefrey s jewelry design studio
56075,2,0.5971666666666666,0.5971666666666666,0.5971666666666666,0.0,1,APPROVED,4b81d157-ed03-4fb4-af7f-aea6d276791a,"Bj's Tire & Rubber Recycling, Inc.",Fontana,CA,34.05654,-117.49519,0.5971666666666666,bj s tire rubber recycling inc
56075,2,0.5971666666666666,0.5971666666666666,0.5971666666666666,0.0,1,APPROVED,87ded27c-3859-4575-a650-e11cecc73148,"B.J. USed Tire & Rubber Recycling, Inc.",Fontana,CA,34.05654,-117.49519,0.5971666666666666,b j used tire rubber recycling inc
62134,2,0.5929166666666666,0.5929166666666666,0.5929166666666666,0.0,1,APPROVED,541a0c80-ab0a-11ee-acb5-9ba3642bb357,05 F250 $800,Bellevue,Nebraska,41.1272449,-95.8974557,0.5929166666666666,05 f250 800
62134,2,0.5929166666666666,0.5929166666666666,0.5929166666666666,0.0,1,APPROVED,cce24710-ab0d-11ee-8572-5ffc8308e3f1,"05 F250 $800, Bell",Bellevue,Nebraska,41.1272449,-95.8974557,0.5929166666666666,05 f250 800 bell
65072,2,0.5926666666666666,0.5926666666666666,0.5926666666666666,0.0,1,APPROVED,5840884b-1349-4463-889e-ac7a2bd04177,DisposAll Waste Services LLC,Cicero,Illinois,41.83347,-87.76847,0.5926666666666666,disposall waste services llc
65072,2,0.5926666666666666,0.5926666666666666,0.5926666666666666,0.0,1,APPROVED,ab65cb02-bbe5-4bd1-a677-d85616751632,"DO NOT USE
DisposAll Waste Services, LLC",Cicero,Illinois,41.83347,-87.76847,0.5926666666666666,do not use disposall waste services llc
66442,2,0.5929166666666666,0.5929166666666666,0.5929166666666666,0.0,1,APPROVED,5a2033b0-e1db-11ec-85c1-c385dbf9ad80,Orange Lake Farm,,Ontario,43.7063737,-80.52374329999999,0.5929166666666666,orange lake farm
66442,2,0.5929166666666666,0.5929166666666666,0.5929166666666666,0.0,1,APPROVED,5d6fb010-e38c-11ec-adfd-4d7c3936d958,Orange Lake ,,Ontario,43.7063737,-80.52374329999999,0.5929166666666666,orange lake
69427,2,0.5991666666666666,0.5991666666666666,0.5991666666666666,0.0,1,APPROVED,5e530b30-64f1-11ed-aee9-c1465cb29d3e,97 Explorer $550,Omaha,Nebraska,41.1660449,-96.1396017,0.5991666666666666,97 explorer 550
69427,2,0.5991666666666666,0.5991666666666666,0.5991666666666666,0.0,1,APPROVED,e34448f0-7639-11ed-8216-cb0abf36d136,97 Explorer $550 (S145),Omaha,Nebraska,41.1660449,-96.1396017,0.5991666666666666,97 explorer 550 s145
71284,2,0.5926666666666666,0.5926666666666666,0.5926666666666666,0.0,1,APPROVED,60eff960-85b1-11ef-98c7-59d6997afc25,DEFENSE IRON & METAL CORP,Poland,New York,43.1477223,-75.05278899999999,0.5926666666666666,defense iron metal corp
71284,2,0.5926666666666666,0.5926666666666666,0.5926666666666666,0.0,1,APPROVED,b1c06c00-85b4-11ef-a18d-b73c77f660f2,DEFENCE IRON & METAL CORP,Poland,New York,43.1477223,-75.05278899999999,0.5926666666666666,defence iron metal corp
74640,2,0.5929166666666666,0.5929166666666666,0.5929166666666666,0.0,1,APPROVED,65ac2ddb-f30a-43d2-9863-ef8c58482ae4,Auto Express/Jesus Antonio Garcia-Tavizon,Chicago,IL,41.81731,-87.68993,0.5929166666666666,auto express jesus antonio garcia tavizon
74640,2,0.5929166666666666,0.5929166666666666,0.5929166666666666,0.0,1,APPROVED,6f5fa956-49ad-42e5-9333-727e680892d3,Jesus Antonio Garcia-Tavizon,Chicago,IL,41.81731,-87.68993,0.5929166666666666,jesus antonio garcia tavizon
75975,2,0.5939166666666666,0.5939166666666666,0.5939166666666666,0.0,1,APPROVED,6795b290-4071-11ee-bf3d-d5222ca41c96,99 Suburban LOT Eagle,Eagle,Nebraska,40.8159235,-96.4356729,0.5939166666666666,99 suburban lot eagle
75975,2,0.5939166666666666,0.5939166666666666,0.5939166666666666,0.0,1,APPROVED,a6df2cb0-4071-11ee-9ba0-9f195e7e57de,99 Suburban-$475 LOT Eagle,Eagle,Nebraska,40.8159235,-96.4356729,0.5939166666666666,99 suburban 475 lot eagle
80512,2,0.5954166666666666,0.5954166666666666,0.5954166666666666,0.0,1,APPROVED,6e5131c8-a013-4f09-8d5b-37c7e9540e84,Palmer Gas,Atkinson,New Hampshire,42.855638,-71.196665,0.5954166666666666,palmer gas
80512,2,0.5954166666666666,0.5954166666666666,0.5954166666666666,0.0,1,APPROVED,8ca2fb2b-56d8-49fb-bc39-7da7892b2787,Palmer Gas & Oil,Atkinson,New Hampshire,42.855638,-71.196665,0.5954166666666666,palmer gas oil
89237,2,0.5916666666666667,0.5916666666666667,0.5916666666666667,0.0,1,APPROVED,7ab0a4e6-f786-44ed-9f2f-d260f2af39cf,BERNARD GIBEAU,Bassano,AB,50.449739,-112.45688,0.5916666666666667,bernard gibeau
89237,2,0.5916666666666667,0.5916666666666667,0.5916666666666667,0.0,1,APPROVED,bdd60ce6-eb3a-4b8d-9dba-7ec8024d51e8,BERNARD GIBEAU REPAIR,Bassano,AB,50.449739,-112.45688,0.5916666666666667,bernard gibeau repair
90081,2,0.5989166666666667,0.5989166666666667,0.5989166666666667,0.0,1,APPROVED,7be99ab0-0c53-11ee-b20c-67d8bc7339ad,05 Grand Prix-$425 LOT Waverly,Waverly,Nebraska,40.9125272,-96.5313355,0.5989166666666667,05 grand prix 425 lot waverly
90081,2,0.5989166666666667,0.5989166666666667,0.5989166666666667,0.0,1,APPROVED,f013f650-0baa-11ee-ab00-0b6bfbe73653,"05 grand prix $425, waverly ",Waverly,Nebraska,40.9125272,-96.5313355,0.5989166666666667,05 grand prix 425 waverly
90155,2,0.5966666666666666,0.5966666666666666,0.5966666666666666,0.0,1,APPROVED,7c03be10-4a94-11ef-bedd-e5f8b04342a7,Hodges Collision,Tyler,Texas,32.321671,-95.44146599999999,0.5966666666666666,hodges collision
90155,2,0.5966666666666666,0.5966666666666666,0.5966666666666666,0.0,1,APPROVED,97b9ec30-5663-11ef-a872-03bebaf6a85c,Keith Hodges Collision,Tyler,Texas,32.321671,-95.44146599999999,0.5966666666666666,keith hodges collision
90237,2,0.5979166666666667,0.5979166666666667,0.5979166666666667,0.0,1,APPROVED,7c227aea-21d7-4856-8148-b269a80133fb,Western Equipment,Grand Rapids,MI,43.00005,-85.67784,0.5979166666666667,western equipment
90237,2,0.5979166666666667,0.5979166666666667,0.5979166666666667,0.0,1,APPROVED,dbb2ab46-3b26-43b6-91fd-4caff22d17d3,Western Equipment - Metal,Grand Rapids,MI,43.00005,-85.67784,0.5979166666666667,western equipment metal
95506,2,0.5991666666666666,0.5991666666666666,0.5991666666666666,0.0,1,APPROVED,83d44c35-f27d-4def-89e2-03782744bb9d,Bench Garage,Boise,ID,43.59994,-116.21309,0.5991666666666666,bench garage
95506,2,0.5991666666666666,0.5991666666666666,0.5991666666666666,0.0,1,APPROVED,c6f8ddea-2165-4ced-9a68-689ad8788179,Bench Garage Llc,Boise,ID,43.59994,-116.21309,0.5991666666666666,bench garage llc
102296,2,0.5984166666666667,0.5984166666666667,0.5984166666666667,0.0,1,APPROVED,8da91390-0e08-11ef-bdbf-1520ffe562d9,LKQ Best Automotive Corp,Fairless Hills,Pennsylvania,40.1896322,-74.7847216,0.5984166666666667,lkq best automotive corp
102296,2,0.5984166666666667,0.5984166666666667,0.5984166666666667,0.0,1,APPROVED,b4192e70-5011-11ef-91eb-9be0872c806a,LKQ Corportation - Best Automotive Corp,Fairless Hills,Pennsylvania,40.1896322,-74.7847216,0.5984166666666667,lkq corportation best automotive corp
130912,2,0.5991666666666666,0.5991666666666666,0.5991666666666666,0.0,1,APPROVED,b83ffd00-27b1-11ee-a382-e97b3ae4b518,RUSTYS TRANSPORT - SELL,Lightning Ridge,New South Wales,-29.4114089,147.9794433,0.5991666666666666,rustys transport sell
130912,2,0.5991666666666666,0.5991666666666666,0.5991666666666666,0.0,1,APPROVED,d7faea1c-57e0-462b-8bec-91c9b2ac0d03,RUSTYS TRANSPORT,Lightning Ridge,New South Wales,-29.4114089,147.9794433,0.5991666666666666,rustys transport
134691,2,0.5916666666666667,0.5916666666666667,0.5916666666666667,0.0,1,APPROVED,bde7c157-0b67-47ad-b003-a5d68bd9d0ca,Interstate Batteries,Dallas,TX,32.9227,-96.77194,0.5916666666666667,interstate batteries
134691,2,0.5916666666666667,0.5916666666666667,0.5916666666666667,0.0,1,APPROVED,f081f6f6-e2d5-4a32-b5e3-ff2fa91cbd88,Interstate Batteries Recycling,Dallas,TX,32.9227,-96.77194,0.5916666666666667,interstate batteries recycling
138432,2,0.5954166666666666,0.5954166666666666,0.5954166666666666,0.0,1,APPROVED,c378af90-d761-11ee-bd26-15ee3dd807f3,01 MPV-$290,Des Moines,Iowa,41.6323514,-93.6972541,0.5954166666666666,01 mpv 290
138432,2,0.5954166666666666,0.5954166666666666,0.5954166666666666,0.0,1,APPROVED,d7bd04d0-da4d-11ee-b025-97ca41772a75,01 MPV-$290 Dsm,Des Moines,Iowa,41.6323514,-93.6972541,0.5954166666666666,01 mpv 290 dsm
144680,2,0.5941666666666666,0.5941666666666666,0.5941666666666666,0.0,1,APPROVED,ccd8ba85-4697-4629-9408-9fc6aac9bf7b,CARSTAR Monmouth Collision,Freehold,NJ,40.261393,-74.279,0.5941666666666666,carstar monmouth collision
144680,2,0.5941666666666666,0.5941666666666666,0.5941666666666666,0.0,1,APPROVED,f5361b20-b36d-4446-891d-a85b1885e37d,Monmouth Collision,Freehold,NJ,40.261393,-74.279,0.5941666666666666,monmouth collision
